label,hand_label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
A,0,0.0,0.0,0.0,-0.04437750577926636,-0.018082380294799805,-0.025310068978825484,-0.08621406555175781,-0.0735098123550415,-0.03463743406430808,-0.10670158267021179,-0.12149941921234131,-0.04117386194960204,-0.09173130989074707,-0.15897327661514282,-0.04137824255124656,-0.0633208155632019,-0.16934901475906372,-0.0045960062471124274,-0.07062476873397827,-0.15147709846496582,-0.027796934946337615,-0.06158679723739624,-0.10341238975524902,-0.04100051674143401,-0.057485997676849365,-0.10860270261764526,-0.05013825523749915,-0.030913114547729492,-0.18277043104171753,-0.0032693174489679677,-0.038941383361816406,-0.15366297960281372,-0.028043308882871543,-0.0346219539642334,-0.09631246328353882,-0.03248607519165603,-0.032121360301971436,-0.10652852058410645,-0.030925321980276976,0.0009307861328125,-0.17573565244674683,-0.0075844290022644145,-0.0059539079666137695,-0.13809359073638916,-0.030845123930731688,-0.008929431438446045,-0.08913087844848633,-0.02239669079975215,-0.009937644004821777,-0.10381931066513062,-0.012853728263536368,0.029393792152404785,-0.15850216150283813,-0.015358503564158354,0.02109217643737793,-0.11586809158325195,-0.028892028733054076,0.016034960746765137,-0.08165240287780762,-0.025322496547261153,0.014937281608581543,-0.09354275465011597,-0.020198251708308135
A,0,0.0,0.0,0.0,-0.03979694843292236,-0.019042491912841797,-0.024540554948401905,-0.08049643039703369,-0.07365810871124268,-0.032833246730518795,-0.0990753173828125,-0.12198436260223389,-0.03847234531517074,-0.08057743310928345,-0.15680402517318726,-0.03793875335927055,-0.060343801975250244,-0.16189885139465332,-0.003546964826313115,-0.062179744243621826,-0.15043741464614868,-0.024405863352370716,-0.055461883544921875,-0.10400402545928955,-0.034656262241554714,-0.05526232719421387,-0.10840100049972534,-0.041139526508999325,-0.027801990509033203,-0.1740574836730957,-0.0009862007408116824,-0.029387831687927246,-0.1513844132423401,-0.0239881018477206,-0.0275459885597229,-0.09490501880645752,-0.02726021430666492,-0.028029918670654297,-0.10562962293624878,-0.02446918956215427,0.004116177558898926,-0.16874688863754272,-0.0038259611299906737,0.0038747787475585938,-0.13824564218521118,-0.02676200702066467,-0.0008668303489685059,-0.08922785520553589,-0.018987307541323162,-0.003055572509765625,-0.10176342725753784,-0.008959120355797268,0.03364264965057373,-0.1552799940109253,-0.009651721671474434,0.03182786703109741,-0.12611186504364014,-0.02208727061028526,0.024898290634155273,-0.09181827306747437,-0.01770375876898811,0.021808147430419922,-0.0993034839630127,-0.011404701724899269
A,0,0.0,0.0,0.0,-0.03782081604003906,-0.01710677146911621,-0.027572373729611854,-0.07803153991699219,-0.07500213384628296,-0.03613421214785717,-0.09462976455688477,-0.12618541717529297,-0.04091471327510021,-0.07338070869445801,-0.15868616104125977,-0.038948166054154854,-0.05862325429916382,-0.16190826892852783,-0.007732685059721689,-0.05293828248977661,-0.15317308902740479,-0.0280538805392041,-0.048471271991729736,-0.10656261444091797,-0.036612647455598335,-0.05157756805419922,-0.11155873537063599,-0.04242952806916378,-0.0256844162940979,-0.17421865463256836,-0.003396482076908569,-0.020631372928619385,-0.1556970477104187,-0.027151184957887153,-0.021086692810058594,-0.09693992137908936,-0.029819452073837738,-0.024585425853729248,-0.10817039012908936,-0.026657917406822662,0.0063994526863098145,-0.16930264234542847,-0.004536246750916462,0.012215971946716309,-0.14223849773406982,-0.027955273967648964,0.005172312259674072,-0.09239941835403442,-0.020445725750590782,-0.0002294778823852539,-0.1054384708404541,-0.011007230598892193,0.03641790151596069,-0.15639781951904297,-0.00886544665362976,0.03905850648880005,-0.1273905634880066,-0.022780842017795067,0.030732691287994385,-0.09329122304916382,-0.020251537543202858,0.024142086505889893,-0.10289043188095093,-0.015550530385638694
A,0,0.0,0.0,0.0,-0.039635419845581055,-0.02079230546951294,-0.030396718235778053,-0.07772046327590942,-0.07817524671554565,-0.04026320919589921,-0.09245812892913818,-0.13485634326934814,-0.04655892744855805,-0.06928509473800659,-0.1641741394996643,-0.04608659044103547,-0.05665498971939087,-0.15920031070709229,-0.008971895726489265,-0.04439818859100342,-0.16247469186782837,-0.029626043217348297,-0.04327458143234253,-0.11338579654693604,-0.035547017755078514,-0.05029451847076416,-0.1160268783569336,-0.03865197643833085,-0.02455317974090576,-0.16712027788162231,-0.004104218615310629,-0.010487973690032959,-0.1631544828414917,-0.029775123747157295,-0.015202879905700684,-0.1020931601524353,-0.03164349094228669,-0.023793160915374756,-0.11285865306854248,-0.026638500096368034,0.006653785705566406,-0.16124588251113892,-0.005054818635898073,0.02013254165649414,-0.15100818872451782,-0.03194187551932259,0.010259032249450684,-0.097301185131073,-0.0245602351446621,0.0007103085517883301,-0.1068151593208313,-0.013416494878100593,0.035633385181427,-0.14823567867279053,-0.009031993972229202,0.04333615303039551,-0.13195985555648804,-0.024929701985882957,0.033809125423431396,-0.09718739986419678,-0.021671494172977646,0.02479863166809082,-0.10454052686691284,-0.015274496452974518
A,0,0.0,0.0,0.0,-0.04028666019439697,-0.01725977659225464,-0.029812845924226394,-0.07904720306396484,-0.07549399137496948,-0.039606589415399185,-0.09311199188232422,-0.13719123601913452,-0.04594036150845682,-0.07136666774749756,-0.17325657606124878,-0.045644372293082824,-0.054278790950775146,-0.14798110723495483,-0.006736436915872446,-0.04162091016769409,-0.16526615619659424,-0.029979267680374733,-0.042345643043518066,-0.11543259024620056,-0.03730904642614519,-0.05006229877471924,-0.11866387724876404,-0.04077122692140733,-0.02135556936264038,-0.1524800956249237,-0.0026003998343924195,-0.009321808815002441,-0.17272979021072388,-0.03048676211508905,-0.014864444732666016,-0.10690027475357056,-0.03163046721491014,-0.022795557975769043,-0.11549267172813416,-0.025426191800562492,0.008983492851257324,-0.14760583639144897,-0.004984955360470167,0.021792888641357422,-0.15960687398910522,-0.035449754038182846,0.011040866374969482,-0.10148888826370239,-0.027400021964041343,0.0017448067665100098,-0.10830038785934448,-0.01462257333221828,0.03925943374633789,-0.13671410083770752,-0.009956901484457603,0.04652649164199829,-0.14165711402893066,-0.02734280150505697,0.036368727684020996,-0.10160404443740845,-0.0225525568810383,0.027287423610687256,-0.10293883085250854,-0.01479042001190578
A,0,0.0,0.0,0.0,-0.04248267412185669,-0.019041776657104492,-0.033180582596486374,-0.08325690031051636,-0.0804850161075592,-0.04313957624000864,-0.09669721126556396,-0.1447180211544037,-0.04871125452083902,-0.07520955801010132,-0.1839110255241394,-0.04676822878283815,-0.05908268690109253,-0.15335813164710999,-0.009782905018454358,-0.04450148344039917,-0.1765034794807434,-0.033656119628375336,-0.04456782341003418,-0.12158241868019104,-0.040547329260533616,-0.052826762199401855,-0.1224469542503357,-0.04405114360017137,-0.025066673755645752,-0.15744531154632568,-0.004499311818307206,-0.010225951671600342,-0.1845841407775879,-0.0338313125805314,-0.016514122486114502,-0.1135779321193695,-0.03488107330960588,-0.026339054107666016,-0.11992895603179932,-0.02862836353344278,0.006816089153289795,-0.15166199207305908,-0.006038402466600701,0.02388221025466919,-0.17135325074195862,-0.03687052734059648,0.012272357940673828,-0.10951712727546692,-0.027495275510972306,0.0009415745735168457,-0.11371243000030518,-0.014134519992893502,0.03853476047515869,-0.13951590657234192,-0.010634553878134057,0.049167513847351074,-0.1478634476661682,-0.029035204349582955,0.0377156138420105,-0.10596603155136108,-0.024360378532236382,0.02620142698287964,-0.10587111115455627,-0.01674334078890638
A,0,0.0,0.0,0.0,-0.045905888080596924,-0.015832364559173584,-0.03211503420249073,-0.08928853273391724,-0.07942607998847961,-0.041063073465977595,-0.10317367315292358,-0.14787542819976807,-0.045763048718129085,-0.08206826448440552,-0.19054773449897766,-0.0430394405521497,-0.06471884250640869,-0.1563670039176941,-0.009004111776505397,-0.05210989713668823,-0.18414434790611267,-0.03175053317323773,-0.05064958333969116,-0.1265859305858612,-0.0376872377492532,-0.057631850242614746,-0.12301486730575562,-0.04077270571366398,-0.030076324939727783,-0.1613708734512329,-0.004259772507850812,-0.018520355224609375,-0.19245225191116333,-0.03283370230570881,-0.022764921188354492,-0.11917111277580261,-0.034310213664923594,-0.03100496530532837,-0.12326720356941223,-0.02842313926890938,0.003439784049987793,-0.15607619285583496,-0.006025553590063737,0.0179671049118042,-0.17853552103042603,-0.03577174935713856,0.007374882698059082,-0.11421969532966614,-0.026348612646017955,-0.0033777356147766113,-0.11816588044166565,-0.01335890256092398,0.037476301193237305,-0.1450168788433075,-0.01074358020201771,0.04535269737243652,-0.1557195484638214,-0.02835714202598183,0.03548836708068848,-0.1119198203086853,-0.02311894428208916,0.02595210075378418,-0.11207392811775208,-0.015296304041896747
A,0,0.0,0.0,0.0,-0.046677470207214355,-0.01840871572494507,-0.02951389558580786,-0.09171593189239502,-0.08079373836517334,-0.03816616170075804,-0.10666018724441528,-0.1490873098373413,-0.043441593721183835,-0.08593171834945679,-0.193121999502182,-0.04165143527058035,-0.06841540336608887,-0.15668123960494995,-0.006153056937876045,-0.0574260950088501,-0.18838566541671753,-0.030306350513967573,-0.05461639165878296,-0.13179054856300354,-0.03806199140814215,-0.06045931577682495,-0.12475928664207458,-0.04188423983720213,-0.03285360336303711,-0.16226500272750854,-0.0031778421994772543,-0.023572683334350586,-0.196833074092865,-0.0327782072868672,-0.02650773525238037,-0.12389019131660461,-0.03539625190165907,-0.03396725654602051,-0.12428274750709534,-0.02983994975653559,0.0017172694206237793,-0.157955139875412,-0.006600736248913108,0.014091014862060547,-0.1843833029270172,-0.037560369893583356,0.00471651554107666,-0.11819431185722351,-0.028074104413065015,-0.0053754448890686035,-0.11877474188804626,-0.014250219873758851,0.03664153814315796,-0.14731019735336304,-0.012660562134954034,0.04236197471618652,-0.16155153512954712,-0.030515177249583303,0.03337198495864868,-0.11603915691375732,-0.023793062269362508,0.02437371015548706,-0.11341223120689392,-0.014381283037039339
A,0,0.0,0.0,0.0,-0.048549652099609375,-0.016565769910812378,-0.028973427161702148,-0.09684759378433228,-0.07826736569404602,-0.03676567089570426,-0.11535364389419556,-0.14534926414489746,-0.041529676437505714,-0.09516310691833496,-0.1896609663963318,-0.03938389432443046,-0.07421094179153442,-0.15780341625213623,-0.004027246989437572,-0.0682113766670227,-0.186992347240448,-0.028157808378466598,-0.06222039461135864,-0.13021138310432434,-0.036522297680505744,-0.06457012891769409,-0.12334117293357849,-0.04077787932766341,-0.03745317459106445,-0.16613030433654785,-0.0013516637525867736,-0.033820390701293945,-0.19919821619987488,-0.03043138843787574,-0.03365933895111084,-0.12545129656791687,-0.032375006497034065,-0.03694683313369751,-0.12413710355758667,-0.026022220522293082,-0.0019403696060180664,-0.16323056817054749,-0.005399530314036838,0.00518345832824707,-0.18587017059326172,-0.03589643028391265,-0.0018875598907470703,-0.11866086721420288,-0.026098698869475356,-0.008212745189666748,-0.11821401119232178,-0.011717321843036643,0.034075140953063965,-0.1534859836101532,-0.012228749252983562,0.0360831618309021,-0.16368311643600464,-0.02919903633011245,0.027463853359222412,-0.11824175715446472,-0.02234524910164737,0.020778357982635498,-0.11531013250350952,-0.012765305608638755
A,0,0.0,0.0,0.0,-0.052272677421569824,-0.017635196447372437,-0.026087495169036856,-0.1040111780166626,-0.08291128277778625,-0.03183310539125728,-0.12459832429885864,-0.1483376920223236,-0.03525624856948184,-0.1069568395614624,-0.19436794519424438,-0.03166331783532428,-0.08065956830978394,-0.1645488739013672,-0.0014045764891363888,-0.08065509796142578,-0.19078925251960754,-0.024529286330931654,-0.07075786590576172,-0.13071247935295105,-0.03234295234679507,-0.06880027055740356,-0.12475284934043884,-0.036507268106930724,-0.041916847229003906,-0.17489981651306152,0.0003153995004083754,-0.0454365611076355,-0.20527344942092896,-0.027490817612402907,-0.042029738426208496,-0.12942153215408325,-0.02806441546081828,-0.040129125118255615,-0.12791013717651367,-0.02096024402081298,-0.0045424699783325195,-0.17219939827919006,-0.004518153747909537,-0.005078554153442383,-0.19037440419197083,-0.032841791069500914,-0.009681105613708496,-0.12134096026420593,-0.021332130438082686,-0.011316776275634766,-0.12158596515655518,-0.006291198680543175,0.03246569633483887,-0.16274526715278625,-0.012159630326920023,0.028457939624786377,-0.16430580615997314,-0.026575944057100287,0.01993250846862793,-0.11894181370735168,-0.01896797367035674,0.016448378562927246,-0.11820030212402344,-0.009436411453776827
A,0,0.0,0.0,0.0,-0.05550497770309448,-0.018134117126464844,-0.023258538383061023,-0.10988378524780273,-0.08416932821273804,-0.02832073106151256,-0.13289618492126465,-0.14775526523590088,-0.03179162314813766,-0.11646729707717896,-0.19559180736541748,-0.027811640339905352,-0.08516126871109009,-0.17133131623268127,0.0009239132730272104,-0.09226787090301514,-0.1918015480041504,-0.02243840082269344,-0.07845395803451538,-0.12776529788970947,-0.02970116904657516,-0.07380115985870361,-0.12549462914466858,-0.033661852988416285,-0.04491543769836426,-0.18234765529632568,0.0013599140318092395,-0.05706661939620972,-0.20614784955978394,-0.02690864114742908,-0.04908275604248047,-0.12700089812278748,-0.026251339751297564,-0.04317665100097656,-0.13056683540344238,-0.018317767816597552,-0.005948007106781006,-0.1796010434627533,-0.004651633954608769,-0.015635132789611816,-0.19054466485977173,-0.03228483668249282,-0.01626664400100708,-0.11849057674407959,-0.018170037704521746,-0.013907551765441895,-0.12415781617164612,-0.0018332563824969839,0.03166252374649048,-0.17126917839050293,-0.013396179701203437,0.02036905288696289,-0.1633903682231903,-0.026124741348439784,0.014986217021942139,-0.11667123436927795,-0.017142319518143267,0.016913950443267822,-0.12203654646873474,-0.007141890401953788
A,0,0.0,0.0,0.0,-0.056412577629089355,-0.019945621490478516,-0.021511942645759063,-0.11148566007614136,-0.08702945709228516,-0.026342018073648887,-0.13563495874404907,-0.14917168021202087,-0.02986459111258455,-0.12079709768295288,-0.19759893417358398,-0.025840130200833755,-0.08522289991378784,-0.17512410879135132,8.485110896572223e-05,-0.096758633852005,-0.194178968667984,-0.023892738422603088,-0.08142280578613281,-0.1281317174434662,-0.03214030576333471,-0.0749136209487915,-0.12698978185653687,-0.037167793637365776,-0.04450356960296631,-0.1855139136314392,-0.00020663105811991045,-0.06141704320907593,-0.20935487747192383,-0.028929034745544868,-0.05216360092163086,-0.12871190905570984,-0.02849997071012922,-0.043912529945373535,-0.1323755979537964,-0.02115925264939733,-0.004685640335083008,-0.1821514368057251,-0.006573788387925106,-0.02038651704788208,-0.19434452056884766,-0.03379973260149427,-0.019081711769104004,-0.1204998791217804,-0.018341403952092605,-0.013421237468719482,-0.12597385048866272,-0.0015516141748435075,0.032527923583984375,-0.17414253950119019,-0.015578058114499527,0.016583561897277832,-0.16450056433677673,-0.02807444011256166,0.012088358402252197,-0.11766856908798218,-0.018626615902633148,0.017113983631134033,-0.12468376755714417,-0.008583339428753334
